mc_run_id,grouping,mean_ghgs,mean_land,mean_watscar,mean_eut,mean_ghgs_ch4,mean_ghgs_n2o,mean_bio,mean_watuse,mean_acid,sd_ghgs,sd_land,sd_watscar,sd_eut,sd_ghgs_ch4,sd_ghgs_n2o,sd_bio,sd_watuse,sd_acid,n_participants,sex,diet_group,age_group
5,meat50-99_male_50-59,7.8061332,15.70449756,16023.19754,32.45860161,1.510590481,0.59031336,333.6103937,660.6396999,33.37706606,2.456956514,8.066252654,5138.899901,7.93423509,0.531267897,0.152159615,115.1245201,188.0977929,8.229750363,671,male,meat,50-59
5,meat50-99_male_60-69,7.808567111,16.03077191,16152.96857,32.75678325,1.520420158,0.583816917,330.6589103,660.6823302,34.03727907,2.451739001,8.143317115,5092.087813,8.00694605,0.512982404,0.155370335,120.4154746,186.5930174,8.090120488,634,male,meat,60-69
5,meat50-99_male_70-79,8.007112787,17.22433569,16283.89008,32.97457967,1.585166164,0.590103396,314.9737084,662.5014296,33.99251809,2.682859492,9.557861569,5303.676538,7.743146915,0.574152521,0.155142427,96.02799681,182.670696,8.138188893,231,male,meat,70-79
5,vegan_female_20-29,2.320000271,4.373582796,6479.034477,13.52204292,0.13693836,0.224775662,215.061667,211.5263139,10.89017462,0.890657174,1.552558715,3134.796307,6.619818203,0.114126111,0.085021744,126.1323476,93.84638449,4.800997102,487,female,vegan,20-29
5,vegan_female_30-39,2.508330405,4.702781373,6550.942568,14.74307427,0.150892123,0.241286925,245.3847057,209.5560648,11.60676983,0.94913614,1.55622204,2787.168317,7.332825488,0.132346299,0.093306963,142.3680861,90.40498053,4.843114129,376,female,vegan,30-39
5,vegan_female_40-49,2.732398951,5.045060732,7275.826982,16.06034051,0.181622311,0.266282132,247.7907838,224.2217526,12.85844309,1.098482594,1.9140799,4620.256889,9.263490482,0.15776025,0.1016894,134.5352216,115.9036711,5.994456967,219,female,vegan,40-49
5,vegan_female_50-59,2.492146254,4.94817736,7561.466614,13.74050889,0.152096234,0.254041609,262.3920565,224.5603532,11.69601373,0.863381014,2.006037559,4088.22304,5.235895012,0.141894778,0.09141057,167.8661815,101.9986424,4.827550276,106,female,vegan,50-59
5,vegan_female_60-69,2.588410427,5.426350289,8052.158065,14.37476905,0.153714053,0.260181731,276.2832187,232.8460291,12.37645226,1.049409888,2.164205524,4085.585077,6.588565636,0.142204036,0.099720075,175.3437215,106.1518157,5.498190407,81,female,vegan,60-69
5,vegan_female_70-79,2.802692305,5.157521784,8583.36023,16.14468425,0.18979889,0.270015516,240.61638,250.0558451,13.37682881,1.164585159,1.917505097,3887.880738,7.967639522,0.169314115,0.10883897,113.067016,127.065053,6.606166888,25,female,vegan,70-79
5,vegan_male_20-29,2.725595453,5.23753516,7749.218594,15.54095719,0.160575988,0.256239469,252.4682055,248.5910348,12.93278001,1.162278002,2.226283406,3828.528764,6.606959679,0.262190341,0.122862111,155.7015905,124.8063093,5.509883222,198,male,vegan,20-29
5,vegan_male_30-39,2.657818385,4.937026387,7030.345474,15.0756709,0.147600395,0.24455708,255.7945167,213.5715116,12.52602005,0.951134665,1.603293979,3311.413869,6.928624668,0.093350161,0.093174717,149.9510434,90.31006617,4.809652475,251,male,vegan,30-39
5,vegan_male_40-49,2.742599472,5.141498093,7021.558763,15.81193381,0.155233573,0.258569476,271.0336089,221.8957395,12.61294775,1.023094336,1.695587957,3000.76128,8.176489354,0.121268712,0.101949485,144.6053708,93.77051467,5.22960628,165,male,vegan,40-49
5,vegan_male_50-59,2.509712679,5.05624756,6665.682733,13.84936101,0.147207948,0.243241699,276.4854056,215.6886815,11.70834266,0.831383853,1.653279073,2618.38046,5.52387502,0.105581054,0.091095495,160.7935661,89.11952447,3.688907987,62,male,vegan,50-59
5,vegan_male_60-69,2.361623008,5.285553457,8132.609587,14.60695465,0.104411076,0.234212142,260.6496834,228.243385,12.74138121,0.816344277,1.829329205,5641.935033,7.592492725,0.067171333,0.089302835,147.7928756,114.1959754,4.323584882,52,male,vegan,60-69
5,vegan_male_70-79,2.700297874,5.107885296,7287.236182,15.65621672,0.141900039,0.239639221,223.800587,202.6941325,13.22318197,0.976615755,1.888740137,3064.243202,5.781458979,0.126402744,0.073944347,112.0131801,91.18765097,5.022909542,19,male,vegan,70-79
5,veggie_female_20-29,3.944586895,5.817052033,9861.682585,18.75019775,0.690726888,0.306978442,264.0638299,375.0554454,20.20710071,1.345902021,2.276200349,4105.184204,6.063657713,0.314424906,0.118227419,122.1642721,129.8180905,7.397208554,3752,female,v
